test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,34,0,65536,341.94,0.81,12.09,9.53,100.00
0,9003,365,-18,342.00,0.81,12.09,9.53,98.85
0,16074,835,-22,342.00,0.81,12.09,10.48,96.35
0,23815,1220,-60,342.81,0.88,14.18,10.48,92.05
0,30004,1414,-38,342.81,1.00,10.97,8.53,87.48
0,38729,1726,-10,347.87,1.31,11.27,8.42,79.44
0,47730,2034,23,353.37,1.12,11.79,10.19,69.34
0,57349,2192,39,356.62,0.81,11.79,8.98,56.80
0,64341,2262,45,360.19,0.81,11.66,8.98,46.73
0,70047,2295,48,360.19,0.56,11.62,9.67,38.03
0,75981,2302,49,362.69,0.56,11.62,9.42,28.60
0,83559,2297,52,363.87,0.44,11.47,9.42,16.16
0,91930,2281,56,363.87,0.44,11.85,9.94,2.12
0,101602,2252,61,364.37,0.37,11.89,9.67,-14.13
0,110391,2167,62,364.37,0.37,11.74,9.79,-28.59
0,116359,2049,64,364.19,0.37,11.74,9.79,-38.07
0,122268,1876,67,364.19,0.31,11.79,9.95,-47.07
0,127973,1669,73,363.81,0.25,11.79,9.82,-55.33
0,135656,1310,92,362.69,0.25,11.22,9.56,-65.62
0,145249,1104,93,360.12,0.19,11.47,9.81,-76.91
0,155067,930,82,356.19,0.06,12.65,10.00,-86.39
0,163094,762,68,356.19,0.00,11.82,10.00,-92.40
0,169020,565,51,353.25,0.06,11.82,9.98,-95.75
0,174725,341,30,351.50,0.06,11.93,9.98,-98.08
0,181491,102,9,351.50,0.25,11.33,9.68,-99.66
0,189361,-126,-11,349.50,0.50,12.22,9.90,-99.87
0,198222,-419,-38,346.19,0.81,12.48,9.72,-98.01
0,208260,-640,-60,342.75,1.06,12.48,9.73,-93.28
0,215365,-694,-65,339.81,1.06,11.45,9.73,-88.30
0,221076,-697,-66,339.81,1.31,12.69,9.98,-83.38
0,227032,-695,-66,336.87,1.31,12.69,9.74,-77.43
0,235146,-693,-66,335.44,1.44,12.44,9.72,-68.08
0,245165,-688,-67,335.25,1.44,12.00,9.83,-54.80
0,255135,-680,-69,335.25,1.50,12.04,9.83,-40.03
0,262967,-671,-70,335.25,1.50,12.05,9.70,-27.62
0,268897,-662,-71,335.31,1.50,12.05,9.75,-17.89
0,275828,-651,-75,335.37,1.50,12.12,9.79,-6.30
0,285504,-618,-77,335.50,1.50,11.96,9.76,9.99
0,293943,-530,-79,335.69,1.56,12.14,9.76,23.99
0,302009,-382,-80,335.69,1.56,12.30,9.74,36.93
0,310502,-171,-83,335.94,1.56,12.43,9.84,49.81
0,317271,59,-86,336.69,1.56,12.43,9.77,59.36
0,324043,263,-104,338.44,1.62,11.97,9.77,68.14
0,331637,380,-120,338.44,1.62,11.28,9.90,76.92
0,339388,532,-121,340.94,1.81,12.23,10.56,84.59
0,348218,732,-106,344.00,2.00,11.93,10.23,91.57
0,357921,995,-81,345.81,2.00,11.93,9.48,96.89
0,365705,1165,-63,347.81,2.00,12.21,9.48,99.29
0,371412,1298,-51,347.81,1.81,11.89,9.66,99.97
0,377686,1506,-32,350.19,1.81,11.89,9.86,99.66
0,386034,1861,2,352.62,1.56,11.84,9.82,97.51
0,395813,2228,42,354.94,1.37,12.31,9.63,92.54
0,405870,2568,71,358.50,1.06,11.80,9.66,84.83
0,414190,2901,101,362.56,0.62,11.53,9.66,76.59
0,419897,3048,119,362.56,0.37,11.53,9.88,70.06
0,426038,3116,130,365.75,0.37,12.03,9.88,62.31
0,432783,3151,133,365.75,0.06,11.20,9.46,53.04
0,440187,3155,134,369.50,-0.19,11.62,9.84,42.07
0,448400,3149,136,372.00,-0.31,11.71,9.70,29.15
0,457704,3134,138,372.75,-0.31,11.71,9.76,13.85
0,465935,3110,141,372.81,-0.31,11.82,9.76,0.02
0,471630,3070,141,372.81,-0.31,11.84,9.74,-9.56
0,477794,2987,142,372.69,-0.31,11.84,9.72,-19.83
0,485977,2856,144,372.50,-0.37,11.82,9.86,-33.12
0,494525,2714,146,371.94,-0.37,11.93,9.86,-46.33
0,502881,2452,152,371.94,-0.44,11.77,9.70,-58.31
0,510404,2128,162,370.56,-0.44,11.49,9.67,-68.12
