test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,32,-1507328,-1,247.44,11.69,13.97,5.81,100.00
0,9605,1929,105,247.62,11.69,13.97,7.58,99.82
0,15525,4047,305,248.06,11.69,15.13,8.57,99.52
0,21228,6138,506,248.06,11.69,4.12,8.57,99.11
0,27188,8363,733,248.50,9.88,4.12,11.86,98.54
0,36080,11607,1028,265.25,6.56,3.49,10.96,97.44
0,45963,14906,1400,286.12,3.37,12.94,7.17,95.86
0,55523,18385,1769,306.12,3.37,19.48,11.70,93.98
0,62900,21126,2034,306.12,0.19,15.41,11.70,92.29
0,68827,23313,2246,325.31,-3.12,15.41,9.84,90.79
0,74811,25473,2459,343.94,-3.12,16.24,10.65,89.15
0,81572,27962,2711,343.94,-6.50,15.25,9.01,87.15
0,91094,31332,3041,361.87,-9.69,13.36,9.01,84.06
0,99880,34362,3345,379.44,-12.94,9.77,10.10,80.95
0,109542,37725,3654,397.00,-16.12,9.77,9.09,77.23
0,115476,39683,3844,414.75,-16.12,4.97,9.93,74.81
0,121181,41453,4008,414.75,-19.19,3.76,9.93,72.39
0,127129,43226,4186,432.94,-22.00,3.76,7.61,69.76
0,135765,45745,4440,451.62,-24.69,5.39,9.02,65.77
0,144836,48222,4679,471.06,-24.69,8.66,9.32,61.37
0,154110,50170,4901,491.25,-27.37,11.91,9.40,56.67
0,161983,51644,5053,491.25,-29.94,13.78,9.40,52.53
0,167693,52672,5148,512.12,-32.25,13.78,10.72,49.44
0,173397,53591,5238,532.94,-32.25,11.87,10.72,46.29
0,179468,54499,5345,532.94,-34.00,11.79,9.68,42.88
0,188378,55789,5478,551.50,-35.56,11.27,9.32,37.76
0,197136,56998,5592,568.44,-37.13,11.27,9.71,32.61
0,206830,58114,5698,583.12,-38.44,10.57,9.89,26.79
0,213602,58704,5759,583.12,-38.44,10.58,9.89,22.67
0,219319,59035,5790,596.94,-39.50,10.58,9.57,19.16
