test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,2021,44,-6,0.00,0.00,11.86,9.45,100.00
0,13978,3354,310,0.00,0.00,18.22,6.90,99.99
0,24223,7098,684,0.00,0.00,23.74,6.55,99.98
0,34754,10857,1089,5.44,-3.87,5.77,9.72,99.95
0,45536,14612,1491,24.19,-7.12,2.74,7.20,99.92
0,56222,18472,1877,44.00,-10.81,7.58,10.47,99.88
0,65986,22042,2215,64.25,-10.81,6.80,9.34,99.83
0,74051,25059,2494,84.75,-14.19,13.32,10.55,99.79
0,82976,28170,2812,105.37,-17.37,13.96,9.87,99.74
0,93895,32203,3237,126.06,-20.44,15.33,8.68,99.66
0,104993,36121,3594,146.62,-26.94,15.37,10.29,99.58
0,115294,39820,3947,167.00,-26.94,15.71,10.29,99.49
0,123271,42742,4242,187.12,-30.12,13.03,8.98,99.42
0,131057,45530,4512,207.06,-33.06,11.04,9.84,99.35
0,142895,49870,5013,226.69,-36.13,6.51,9.17,99.22
0,153969,53917,5461,245.94,-39.38,3.06,9.98,99.10
0,164814,57853,5817,264.94,-43.00,6.19,9.98,98.97
0,173158,60863,6098,283.81,-46.63,10.88,10.45,98.86
0,181131,63738,6383,302.69,-50.00,11.11,8.13,98.75
0,192987,67983,6818,321.69,-53.06,13.26,10.62,98.58
0,204101,72010,7199,340.94,-56.19,14.90,9.94,98.42
0,215215,76027,7586,360.37,-59.38,15.40,9.94,98.24
0,223150,78954,7883,380.19,-62.56,15.40,10.07,98.11
0,231015,81915,8165,400.19,-65.50,13.98,8.79,97.97
0,242937,86097,8697,420.50,-68.62,7.19,10.79,97.76
0,254004,90258,9099,440.94,-71.87,4.89,9.83,97.55
0,265270,94346,9500,461.62,-75.44,3.75,9.83,97.33
0,273251,97215,9762,482.44,-79.19,4.35,10.01,97.17
0,281290,99964,10042,503.12,-82.56,7.27,8.50,97.00
0,293158,104208,10459,523.56,-85.75,12.08,10.35,96.74
0,304285,108097,10825,543.69,-88.87,13.02,10.22,96.49
0,315450,111908,11181,563.62,-92.00,14.89,10.22,96.23
0,323156,114435,11438,583.25,-95.12,14.89,9.90,96.05
0,331210,117196,11725,602.56,-97.94,13.54,9.79,95.85
0,342870,121446,12227,621.69,-100.75,14.09,10.54,95.56
0,354255,125491,12663,640.75,-103.75,7.93,10.60,95.26
0,365197,129542,13028,659.69,-107.06,8.33,10.60,94.96
0,373083,132301,13283,678.62,-110.81,8.33,9.18,94.75
0,381193,135220,13584,697.75,-114.25,5.30,8.54,94.52
0,392843,139392,14015,717.12,-117.19,7.65,10.49,94.18
0,404477,143140,14376,736.81,-120.31,10.10,10.52,93.83
0,415284,146757,14692,756.75,-123.75,12.25,10.52,93.50
0,423300,149324,14942,776.94,-126.81,12.25,10.36,93.25
0,431281,151899,15208,797.31,-129.56,14.36,10.80,93.00
0,442877,155915,15657,817.94,-132.12,15.36,10.30,92.62
0,454425,159923,16080,838.56,-134.94,15.90,11.26,92.24
0,465418,163832,16481,859.19,-138.06,10.53,11.26,91.86
0,473188,166699,16758,879.69,-141.50,11.08,11.65,91.59
0,481263,169669,17034,900.00,-144.75,3.23,8.85,91.31
0,493298,173857,17492,919.94,-148.00,4.10,7.06,90.87
0,504693,177823,17879,939.56,-151.12,4.46,8.52,90.46
0,515653,181656,18211,958.81,-154.37,10.76,8.52,90.04
0,523430,184273,18457,978.00,-157.37,10.76,10.71,89.75
0,531350,186903,18709,997.06,-160.12,13.59,9.13,89.44
0,542934,190652,19088,1016.12,-162.87,14.74,10.96,88.98
0,555983,194833,19604,1035.19,-165.75,13.67,9.70,88.46
0,566917,198442,19977,1054.38,-168.75,13.99,9.70,88.01
0,575077,201469,20256,1073.75,-172.19,14.50,9.38,87.67
0,583361,204389,20538,1093.31,-175.25,11.85,11.25,87.32
0,596216,208806,20990,1113.19,-178.31,6.25,10.49,86.77
0,607929,212637,21390,1153.75,-181.37,5.05,9.88,86.25
0,617355,215611,21654,1153.75,-184.62,4.23,9.88,85.83
0,625450,218104,21869,1174.44,-187.75,7.20,8.51,85.47
0,633336,220398,22083,1195.13,-190.44,9.36,10.05,85.11
0,644906,223695,22402,1215.69,-192.87,10.40,9.54,84.57
0,656981,227153,22736,1236.13,-195.31,11.09,10.54,84.01
0,668637,230352,23150,1276.38,-197.75,12.62,10.48,83.45
0,677766,232933,23416,1296.06,-200.25,12.60,7.30,83.01
0,686291,235528,23684,1296.06,-203.19,13.89,9.68,82.59
0,697970,239359,24052,1334.88,-205.94,14.47,10.01,82.01
0,709931,243159,24401,1354.06,-211.56,14.91,9.46,81.41
0,718613,245900,24690,1373.00,-211.56,9.04,9.70,80.97
0,726601,248221,24930,1373.00,-214.31,7.21,9.70,80.56
0,734473,250585,25161,1391.94,-217.06,6.19,9.50,80.15
0,746055,253859,25443,1411.06,-219.87,5.46,9.86,79.54
0,757818,256997,25738,1450.13,-222.50,6.98,9.30,78.91
0,767786,259534,25986,1450.13,-224.87,8.91,9.30,78.38
0,775819,261634,26196,1469.94,-227.12,9.15,9.03,77.94
0,783678,263717,26392,1490.00,-229.37,9.51,9.71,77.51
0,795118,266641,26769,1510.19,-231.69,11.02,9.61,76.87
0,807092,269710,27060,1550.94,-233.94,11.72,8.37,76.20
0,817843,272513,27360,1550.94,-236.75,12.22,8.37,75.59
0,825810,274759,27583,1571.38,-239.06,12.78,9.62,75.13
0,833592,276822,27773,1591.75,-241.62,14.35,9.80,74.68
0,845111,279776,28055,1612.00,-244.06,11.60,8.85,74.01
0,856804,282710,28350,1632.00,-246.25,11.43,10.02,73.32
0,868848,285689,28655,1671.44,-248.44,9.60,10.02,72.60
0,876621,287694,28849,1671.44,-250.75,9.21,9.55,72.13
0,885118,289785,29041,1690.81,-253.00,7.53,9.32,71.62
0,896533,292505,29286,1710.06,-255.25,7.06,9.42,70.92
0,908256,295068,29538,1748.44,-257.37,7.69,8.71,70.19
0,918244,297260,29758,1767.75,-259.37,8.06,8.71,69.57
0,926325,299105,29922,1767.75,-261.37,8.13,9.33,69.06
0,934111,300852,30094,1787.19,-263.31,7.81,9.54,68.57
