test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,13956,3502,327,0.00,0.00,17.89,6.98,99.99
0,24888,7448,713,0.00,-0.94,24.02,6.68,99.98
0,35282,11124,1137,5.87,-4.06,2.47,9.22,99.95
0,46094,15028,1545,24.87,-7.25,1.76,11.18,99.92
0,57015,19044,1930,65.19,-11.00,7.20,9.24,99.88
0,66082,22366,2231,65.19,-11.00,8.57,10.19,99.83
0,74122,25346,2516,85.75,-14.38,13.53,9.78,99.79
0,83027,28455,2864,106.44,-17.56,15.15,10.47,99.74
0,94048,32494,3266,127.06,-20.62,16.11,9.88,99.66
0,105109,36361,3617,147.50,-27.19,14.78,9.28,99.58
0,115251,40036,3969,167.75,-27.19,13.54,9.69,99.49
0,123247,42959,4261,187.81,-30.19,13.54,9.69,99.42
0,131115,45840,4583,207.56,-33.13,10.56,10.38,99.35
0,142904,50132,5047,227.06,-36.38,3.26,9.04,99.22
0,153994,54264,5481,246.19,-39.69,5.35,9.43,99.10
0,164809,58222,5852,265.12,-43.44,6.97,9.43,98.97
0,173238,61186,6127,283.94,-47.00,11.05,9.97,98.86
0,181244,63981,6412,302.81,-50.19,11.52,11.29,98.75
0,193047,68257,6850,321.87,-53.25,13.91,10.79,98.58
0,204129,72257,7217,341.12,-56.38,15.23,8.69,98.42
0,215134,76214,7604,360.69,-59.63,16.13,8.69,98.24
0,223161,79168,7904,380.56,-62.75,16.13,9.79,98.11
0,231009,82126,8224,400.69,-65.62,14.32,9.93,97.97
0,242851,86279,8696,421.00,-68.87,5.80,10.93,97.76
0,253966,90524,9111,441.56,-72.06,3.45,9.02,97.55
0,265302,94546,9511,462.25,-75.94,2.00,9.02,97.33
0,273250,97353,9778,483.00,-79.50,5.49,7.76,97.17
0,281317,100298,10065,503.56,-82.69,9.50,10.83,97.00
0,293249,104668,10508,523.87,-85.81,12.79,10.20,96.74
0,304227,108668,10872,544.00,-89.06,14.34,10.39,96.50
0,315354,112774,11273,563.81,-92.25,15.94,10.39,96.24
0,323313,115759,11587,583.31,-95.44,15.94,10.36,96.05
0,331270,118554,11892,602.50,-98.31,15.44,8.67,95.85
0,342994,122783,12347,621.56,-101.56,10.10,11.17,95.55
0,354371,126948,12792,640.50,-104.87,10.38,11.25,95.26
0,365612,130967,13158,659.44,-108.62,5.14,11.25,94.95
0,373560,133896,13451,678.37,-112.06,6.43,8.13,94.73
0,381395,136751,13751,697.56,-115.31,5.79,12.17,94.51
0,393160,141144,14185,717.06,-118.31,10.02,10.42,94.17
0,404527,145190,14548,736.87,-121.69,12.98,10.43,93.83
0,415627,149275,14937,756.87,-125.00,16.04,10.43,93.49
0,423832,152248,15260,777.19,-128.12,15.06,9.54,93.24
0,431591,155028,15574,797.75,-131.00,16.31,9.99,92.99
0,443518,159341,16019,818.44,-134.12,13.43,10.73,92.60
0,454748,163470,16444,839.25,-137.56,11.80,11.40,92.23
0,465970,167546,16831,859.87,-141.19,9.38,11.40,91.84
0,473716,170382,17118,880.37,-144.50,4.97,9.64,91.57
0,481410,173197,17427,900.56,-147.81,3.12,8.59,91.30
0,493475,177457,17839,920.31,-150.94,5.93,11.21,90.87
0,504694,181481,18196,939.81,-154.31,10.07,10.25,90.46
0,515611,185291,18551,959.06,-157.31,13.63,10.25,90.05
0,523381,188037,18833,978.25,-160.12,14.05,9.33,89.75
0,531443,190924,19145,997.31,-163.06,15.58,11.08,89.44
0,543338,195225,19644,1016.31,-166.19,15.52,9.96,88.97
0,554672,199484,20065,1035.38,-170.00,14.88,8.84,88.51
0,565856,203493,20451,1054.50,-173.44,13.17,8.84,88.05
0,573533,206353,20723,1073.88,-176.69,9.77,10.41,87.73
0,581548,209131,21044,1093.56,-179.81,4.14,9.11,87.39
0,593363,213184,21431,1113.56,-183.06,3.58,10.37,86.89
0,604978,217100,21770,1133.94,-186.50,5.28,9.88,86.38
0,615882,220621,22102,1154.56,-189.44,10.94,9.88,85.90
0,623708,223144,22350,1175.19,-192.06,11.59,9.26,85.55
0,631420,225744,22602,1195.81,-194.75,12.52,9.68,85.20
0,642818,229507,23070,1216.31,-197.62,14.36,10.66,84.67
0,656122,233941,23531,1236.75,-200.56,14.12,6.78,84.05
0,666929,237884,23904,1256.88,-204.12,14.79,6.78,83.53
0,675085,240700,24173,1276.81,-207.31,16.38,11.14,83.14
0,684547,243877,24485,1296.44,-210.44,8.73,9.54,82.68
0,696436,247740,24887,1315.75,-213.44,7.15,9.89,82.09
0,707922,251344,25217,1353.88,-216.37,5.13,9.42,81.51
0,717417,254290,25481,1372.88,-219.44,4.99,9.42,81.03
0,725622,256544,25693,1372.88,-222.19,7.13,9.65,80.61
0,733301,258755,25911,1391.94,-224.69,9.41,9.13,80.21
0,745007,262101,26238,1411.19,-227.12,9.63,10.21,79.60
0,756997,265530,26650,1450.31,-229.62,11.15,9.57,78.96
0,767498,268596,26949,1470.19,-232.19,12.46,9.57,78.39
0,775541,271031,27219,1470.19,-235.06,12.43,10.02,77.96
0,784846,274084,27519,1490.38,-237.87,14.35,9.95,77.44
0,796724,277678,27850,1510.75,-240.75,14.91,9.71,76.78
0,808127,281008,28188,1551.88,-243.56,11.42,10.31,76.14
0,819320,284038,28495,1572.38,-246.12,9.62,9.19,75.51
0,827228,286181,28706,1572.38,-248.69,8.19,9.19,75.05
0,835334,288370,28903,1592.81,-251.31,7.34,9.24,74.58
0,847336,291473,29186,1632.88,-253.75,6.72,9.09,73.88
0,858534,294241,29458,1652.50,-256.06,7.01,9.11,73.22
0,868121,296638,29698,1672.00,-258.25,7.56,9.11,72.65
0,876014,298717,29878,1672.00,-260.44,8.08,9.95,72.17
0,884496,300724,30097,1691.38,-262.69,9.00,9.59,71.66
0,895421,303437,30400,1710.63,-264.75,10.15,9.63,70.99
0,907713,306506,30716,1749.13,-267.00,10.50,8.37,70.23
0,917593,309200,30974,1768.50,-269.50,11.31,8.37,69.61
0,925405,311332,31186,1768.50,-271.75,12.72,9.98,69.12
0,933416,313450,31403,1788.00,-274.19,13.18,9.88,68.61
0,944992,316397,31699,1807.69,-276.56,13.09,10.24,67.88
