test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,5730,1466,80,0.69,-0.13,11.24,9.02,99.98
0,11478,3532,287,0.69,-0.13,11.24,8.32,99.93
0,17199,5590,476,0.31,-0.44,10.32,8.33,99.84
0,24464,8268,798,0.31,-0.44,13.56,8.98,99.68
0,33829,11756,1149,4.94,-3.19,5.33,9.72,99.39
0,43518,15313,1534,26.75,-6.75,9.26,8.49,99.00
0,52550,18589,1849,48.94,-10.44,13.71,8.49,98.54
0,58490,20796,2022,70.69,-13.94,13.71,10.42,98.19
0,64190,22820,2214,70.69,-13.94,12.06,10.42,97.83
0,70230,25045,2461,91.75,-17.06,16.42,12.87,97.40
0,79968,28591,2852,111.87,-20.12,17.56,9.18,96.63
0,89858,32197,3173,131.12,-23.50,15.88,11.62,95.76
0,99639,35760,3510,149.75,-26.81,15.88,9.71,94.79
0,105728,38009,3730,167.87,-26.81,13.60,9.71,94.14
0,111636,40191,3946,167.87,-29.75,7.79,8.80,93.47
0,117337,42250,4139,185.62,-32.81,7.79,9.58,92.80
0,124879,45035,4470,203.25,-32.81,6.32,9.16,91.86
0,134038,48408,4839,203.25,-36.06,2.14,10.85,90.64
0,143714,51998,5199,220.94,-39.50,4.77,10.58,89.26
0,152608,55294,5517,238.94,-43.19,8.53,10.58,87.92
0,158507,57467,5701,257.50,-46.88,8.53,11.28,86.99
0,164209,59556,5912,257.50,-46.88,11.85,11.28,86.06
0,170252,61640,6136,276.81,-50.13,16.73,12.05,85.04
0,179526,64634,6464,297.06,-53.13,17.33,9.44,83.42
0,188466,67449,6722,318.25,-56.25,17.33,11.53,81.78
0,198145,70551,7025,340.06,-59.19,15.53,10.41,79.92
0,204907,72691,7230,340.06,-59.19,13.90,10.41,78.58
0,210793,74566,7412,362.19,-61.75,13.90,8.62,77.38
0,216719,76497,7604,384.50,-61.75,12.12,10.84,76.15
0,223467,78744,7810,384.50,-64.44,10.03,10.08,74.71
0,233394,81862,8178,406.62,-67.19,9.92,11.34,72.52
0,243373,84930,8498,428.31,-70.06,4.75,10.27,70.25
0,252925,87882,8807,449.25,-73.31,5.42,10.27,68.00
0,258881,89778,8990,469.50,-73.31,5.42,9.51,66.57
0,264581,91534,9165,469.50,-76.37,4.58,9.51,65.17
0,270590,93242,9312,488.94,-79.25,9.14,9.04,63.68
0,279919,95721,9556,507.69,-82.06,12.76,11.59,61.31
0,288742,97780,9771,526.00,-84.50,12.76,10.65,59.01
0,298530,99734,9975,544.12,-86.87,12.95,8.82,56.41
0,305310,100907,10099,544.12,-86.87,13.35,8.82,54.58
0,311013,101832,10191,562.37,-89.00,13.35,9.32,53.01
0,316908,102763,10282,580.56,-89.00,11.85,10.03,51.38
0,323652,103797,10373,580.56,-90.69,11.18,9.92,49.48
0,333258,105134,10495,596.44,-92.19,10.64,9.92,46.74
0,342838,106309,10608,610.56,-93.44,10.19,9.74,43.96
0,351656,107237,10696,624.06,-94.56,9.99,9.76,41.37
0,357529,107785,10747,636.56,-94.56,9.99,9.84,39.62
0,363229,108271,10794,636.56,-95.62,9.71,9.84,37.91
0,369189,108752,10841,647.62,-96.50,9.71,9.87,36.11
0,378061,109427,10908,657.19,-97.25,9.09,9.82,33.40
0,387412,110075,10974,665.44,-97.94,9.35,9.87,30.52
0,396323,110639,11031,672.87,-97.94,9.15,9.87,27.74
0,404197,111157,11082,672.87,-98.62,9.19,9.87,25.27
0,409899,111509,11118,679.75,-99.19,9.19,9.70,23.47
0,415600,111824,11151,686.00,-99.19,9.60,9.70,21.67
0,421583,112128,11183,686.00,-99.81,8.94,9.74,19.76
0,430700,112532,11226,692.06,-100.31,9.05,9.88,16.85
0,439678,112794,11253,697.94,-100.81,8.66,9.85,13.96
0,448852,112909,11265,702.87,-101.19,8.66,9.82,11.00
