test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,802,1,-1,0.13,0.00,10.09,9.53,99.87
0,11614,837,-30,0.13,0.00,10.09,9.53,74.54
0,19090,1653,59,0.13,0.13,10.07,9.67,36.29
0,27703,2052,110,1.94,0.13,12.19,10.14,-16.90
0,36158,1874,165,1.94,-0.06,6.70,9.32,-64.50
0,46086,1237,192,11.31,-0.81,6.82,8.48,-96.99
0,56169,732,140,18.81,-1.31,9.09,11.04,-92.58
0,65532,207,94,18.44,-1.62,11.63,11.04,-56.04
0,71952,-105,65,13.13,-1.31,11.63,9.81,-19.03
0,79392,-134,56,7.87,-0.88,10.17,9.47,27.25
0,88883,203,52,2.69,-0.56,13.56,9.88,76.58
0,99473,1113,11,-1.00,-0.50,12.12,9.79,99.95
0,110243,2494,153,0.37,-0.31,11.37,10.52,79.99
0,117486,3510,268,6.44,-0.31,12.76,10.52,45.48
0,124093,4091,330,6.44,-0.50,9.93,9.55,5.70
0,130636,4245,350,16.44,-1.94,9.93,9.77,-34.68
0,140483,3838,399,29.87,-2.94,7.08,9.49,-82.65
0,150577,3188,393,39.31,-3.25,10.30,8.40,-99.93
0,161115,2669,347,39.75,-3.56,10.30,9.78,-76.59
0,168124,2439,324,34.38,-3.56,10.66,10.31,-41.87
0,174597,2380,315,34.38,-3.37,11.01,10.31,-2.53
0,181453,2468,299,28.81,-3.06,11.73,9.61,39.44
0,191283,2962,297,24.50,-2.87,11.30,9.65,85.37
0,201396,4008,323,23.00,-2.69,12.56,9.55,99.62
0,211303,5553,466,24.75,-2.50,12.56,10.51,75.82
0,218296,6741,582,31.44,-2.50,12.06,10.51,40.89
0,224723,7394,657,31.44,-3.12,10.02,8.82,1.74
0,231460,7542,673,42.88,-4.56,8.46,9.71,-39.48
0,241327,7092,683,59.06,-5.81,10.70,9.82,-85.52
0,251078,6227,691,71.00,-6.06,10.70,9.39,-99.77
0,261129,5311,593,72.12,-6.12,10.61,9.34,-76.53
0,268539,4765,542,66.00,-6.12,10.78,9.34,-39.49
0,275170,4526,517,66.00,-5.94,10.39,9.82,1.07
0,281736,4575,499,57.50,-5.12,12.03,9.58,41.07
0,291493,5067,491,49.06,-4.69,11.76,9.94,86.05
0,301096,6179,522,44.13,-4.50,13.07,9.59,99.76
0,311205,7965,708,45.06,-4.44,13.07,9.72,76.22
0,318564,9197,821,51.81,-4.44,12.94,9.72,39.35
0,325217,9736,882,51.81,-5.06,9.65,10.82,-1.36
0,331799,9771,899,64.94,-6.69,10.40,9.61,-41.43
0,342147,9275,934,82.50,-7.75,11.64,8.79,-88.07
0,352206,8410,952,93.50,-8.13,12.52,10.56,-99.04
0,362607,7575,847,93.81,-8.31,12.52,9.16,-70.23
0,369523,7112,794,88.12,-8.31,9.72,9.52,-33.74
0,375919,6857,762,88.12,-8.25,10.54,9.52,5.77
0,382323,6890,743,80.25,-7.50,11.67,9.32,44.40
0,392125,7482,715,72.56,-6.94,11.73,10.35,88.01
0,401616,8634,769,67.06,-6.62,13.29,9.01,99.49
0,411372,10128,901,67.56,-6.50,13.29,9.83,75.54
0,418865,11140,1001,74.69,-6.50,11.45,9.83,37.60
0,425502,11622,1052,74.69,-7.06,10.62,9.10,-3.15
0,432155,11629,1064,87.25,-8.25,12.03,9.30,-43.46
0,441758,11136,1084,101.87,-9.25,12.32,10.14,-86.89
0,451585,10239,1153,111.37,-9.56,11.99,9.10,-99.50
0,461455,9261,1040,111.69,-9.75,11.99,8.97,-75.20
0,469105,8618,968,105.69,-9.75,8.97,8.97,-36.20
0,475954,8370,932,105.69,-10.06,10.58,10.05,5.99
0,482357,8455,910,96.94,-9.13,11.47,9.29,44.60
0,491873,9120,886,87.69,-8.44,11.22,10.23,87.24
0,501636,10302,908,81.75,-8.13,12.82,9.84,99.47
0,511624,11845,1072,82.87,-7.94,12.82,11.07,74.49
0,519419,12825,1174,90.75,-7.94,9.77,11.07,34.35
0,526053,13150,1213,90.75,-8.38,11.79,8.44,-6.61
0,532482,13059,1244,103.00,-9.81,12.89,9.56,-45.30
0,542234,12453,1276,117.56,-10.81,11.69,10.26,-88.33
0,552108,11618,1276,125.94,-11.19,13.18,9.25,-99.12
0,561940,10716,1190,125.12,-11.50,13.18,10.45,-73.15
0,569853,10043,1125,118.62,-11.50,9.24,10.45,-31.78
0,576457,9718,1085,118.62,-11.50,11.62,9.78,9.14
0,583074,9757,1068,110.75,-10.69,10.21,9.55,48.58
0,592441,10430,1028,102.12,-10.00,10.83,10.07,88.93
0,602138,11658,1051,95.19,-9.63,12.38,9.63,99.10
0,612016,13095,1203,95.06,-9.25,12.38,10.50,72.83
0,619975,13937,1298,102.62,-9.25,9.55,8.85,31.05
0,626630,14157,1332,102.62,-9.56,9.56,8.85,-10.22
0,633405,14011,1360,115.06,-10.94,12.92,9.74,-50.39
0,642811,13439,1368,128.12,-11.88,12.74,9.58,-89.97
0,652495,12603,1379,135.37,-12.25,12.43,9.49,-98.77
0,662707,11743,1295,134.44,-12.38,8.80,9.54,-69.79
0,670433,11177,1230,128.37,-12.38,8.80,9.19,-28.30
0,676978,10988,1208,128.37,-12.56,11.03,9.19,12.40
0,683559,11108,1192,120.50,-11.69,10.42,10.29,51.22
0,692778,11842,1177,112.62,-11.00,9.97,9.93,89.88
0,702536,12965,1190,107.00,-10.81,12.84,10.63,98.73
0,712757,14353,1343,107.75,-10.56,9.66,7.98,69.56
0,720412,15181,1441,115.44,-10.56,9.66,7.98,28.43
0,727077,15386,1467,115.44,-10.69,9.50,9.53,-13.01
0,733766,15217,1490,126.50,-12.06,14.84,10.53,-52.33
0,742957,14631,1504,138.87,-13.19,12.99,9.87,-90.37
0,752705,13871,1508,146.56,-13.50,12.47,8.65,-98.56
0,762941,13064,1436,145.62,-13.69,12.47,11.52,-68.73
0,770570,12587,1383,139.69,-13.69,9.23,9.30,-27.48
0,777408,12426,1361,132.69,-13.81,10.54,9.30,15.07
0,784019,12568,1338,132.69,-13.06,9.88,9.99,53.68
0,793056,13301,1329,125.56,-12.44,10.33,9.95,90.63
0,802806,14318,1343,120.62,-12.19,12.99,8.59,98.45
0,812914,15671,1490,121.31,-12.00,12.99,9.57,68.85
0,820539,16445,1570,128.56,-12.00,6.86,9.57,27.66
0,827283,16649,1595,128.56,-12.00,9.19,11.20,-14.29
0,833877,16496,1616,138.56,-13.38,14.13,9.89,-52.93
0,843132,15842,1626,150.50,-14.44,12.42,10.27,-90.83
0,852946,14992,1605,157.87,-14.75,13.69,9.08,-98.29
0,863168,14142,1535,157.25,-14.88,9.28,11.01,-67.68
0,871089,13728,1496,151.19,-14.88,9.28,11.01,-24.33
0,877721,13645,1483,143.31,-14.81,10.33,9.22,17.01
0,884518,13821,1462,143.31,-14.06,9.49,9.25,56.30
0,893261,14560,1448,135.87,-13.56,9.54,9.72,91.17
0,902844,15580,1476,131.69,-13.38,11.87,9.16,98.41
0,913052,16889,1615,132.69,-13.13,11.87,9.59,68.22
0,920656,17679,1697,139.87,-13.13,8.12,9.59,26.96
0,927126,17885,1722,139.87,-13.31,9.72,9.91,-13.32
0,933810,17740,1741,149.81,-14.56,14.83,9.48,-52.57
0,943316,17086,1753,161.19,-15.63,12.35,10.13,-91.31
0,952951,16305,1718,168.81,-15.94,12.91,9.02,-98.29
0,962816,15340,1638,168.37,-16.06,12.91,11.34,-69.29
0,970867,14759,1587,162.69,-16.06,11.15,11.34,-25.68
0,977272,14637,1573,162.69,-15.94,9.85,9.58,14.23
0,984016,14805,1554,155.12,-15.13,8.78,9.54,53.67
0,992359,15446,1543,146.50,-14.50,8.91,9.40,88.69
0,1001931,16433,1564,141.00,-14.25,10.63,9.52,99.27
0,1011494,17642,1693,141.94,-14.25,10.63,10.62,75.04
0,1020381,18636,1792,148.81,-14.06,9.76,10.62,28.62
0,1026814,18876,1820,148.81,-14.25,8.64,9.24,-11.37
0,1033807,18696,1846,158.31,-15.50,15.52,9.76,-52.55
0,1042686,18024,1854,169.56,-16.56,12.01,10.01,-89.62
0,1052174,17411,1804,177.37,-16.94,11.88,10.22,-99.07
0,1062147,16572,1737,176.75,-16.94,9.63,9.16,-72.26
