test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,34,0,-65536,335.37,1.19,12.06,9.52,100.00
0,7712,362,-19,335.44,1.19,12.08,9.54,98.37
0,16814,1026,-35,335.44,1.19,13.72,10.40,92.35
0,23783,1316,-54,335.44,1.25,14.63,10.40,84.88
0,30348,1492,-34,336.81,1.44,9.99,8.65,75.78
0,40170,1662,-17,343.37,1.75,11.69,7.84,58.91
0,50041,1822,-1,348.06,1.50,11.69,10.34,38.83
0,56386,1889,7,350.50,1.50,11.86,8.93,24.76
0,63763,1892,10,350.50,1.37,12.08,8.93,7.73
0,69461,1872,15,352.12,1.19,11.70,9.46,-5.60
0,77522,1826,25,353.50,1.19,11.70,9.15,-24.24
0,85103,1738,31,353.75,1.12,12.29,9.94,-41.00
0,94060,1514,37,353.75,1.06,11.73,10.12,-59.09
0,102851,1124,55,353.31,0.94,11.78,10.12,-74.34
0,110847,744,63,352.37,0.88,11.78,9.77,-85.49
0,116772,605,51,350.06,0.88,11.88,9.91,-91.84
0,123452,438,36,350.06,0.75,13.16,9.91,-96.89
0,130295,274,22,345.69,0.69,11.93,10.17,-99.60
0,140220,-38,-6,341.94,0.88,11.62,9.73,-98.99
0,149923,-274,-28,339.56,1.06,11.62,9.80,-93.24
0,156080,-342,-34,337.06,1.06,11.98,9.91,-87.08
0,163925,-359,-36,337.06,1.31,12.85,9.91,-76.63
0,169632,-356,-37,334.06,1.50,12.66,9.72,-67.38
0,177665,-351,-38,332.31,1.56,12.66,9.76,-52.38
0,185514,-343,-39,331.94,1.56,12.02,9.87,-35.92
0,194423,-333,-41,331.94,1.56,12.09,9.81,-15.81
0,203084,-314,-45,332.00,1.56,12.06,9.81,4.41
0,211097,-268,-48,332.06,1.56,12.06,9.85,22.97
0,217040,-175,-50,332.19,1.56,11.92,9.84,36.25
0,223799,2,-52,332.19,1.62,12.36,9.84,50.49
0,230498,246,-56,332.37,1.69,12.82,9.69,63.36
0,238649,605,-69,333.19,1.69,12.82,9.93,76.89
0,248393,814,-94,335.44,1.75,12.70,10.44,89.36
0,255174,982,-84,335.44,1.75,12.12,9.44,95.33
0,263456,1231,-61,339.25,2.00,11.53,9.44,99.37
0,269439,1423,-42,342.31,2.06,11.53,9.85,99.96
0,277706,1627,-21,344.56,2.06,12.56,9.58,97.57
0,285315,1874,2,347.44,1.87,11.39,9.88,92.14
0,294491,2252,37,347.44,1.56,12.44,9.81,81.73
0,303503,2540,72,350.25,1.31,12.30,9.81,67.84
0,311461,2689,88,353.06,1.00,12.30,9.83,53.05
0,317447,2775,95,356.94,1.00,11.10,10.00,40.68
0,324214,2832,100,356.94,0.69,11.92,10.00,25.76
0,330812,2835,103,360.12,0.50,11.69,9.70,10.58
0,339914,2807,110,361.87,0.37,11.65,9.75,-10.70
0,349167,2739,111,362.87,0.31,11.65,10.10,-31.83
0,358109,2567,113,362.87,0.25,11.98,9.79,-50.84
0,367057,2233,120,362.50,0.25,11.72,9.79,-67.65
0,373806,1845,139,362.50,0.25,11.54,9.75,-78.39
0,380624,1533,136,361.31,0.19,11.32,9.84,-87.27
0,388698,1244,110,358.50,0.06,11.32,10.19,-94.89
0,398120,854,76,353.56,0.06,12.86,9.50,-99.50
0,405518,518,46,349.25,0.06,12.06,9.50,-99.73
0,413951,212,18,349.25,0.31,11.26,9.89,-96.37
0,419661,1,-1,345.69,0.69,11.26,9.83,-91.94
0,427647,-208,-22,341.25,0.69,12.62,9.85,-83.03
0,434968,-259,-27,341.25,1.00,11.84,9.85,-72.30
0,443885,-252,-28,337.56,1.31,13.31,9.88,-56.40
0,452963,-243,-30,334.31,1.44,11.98,9.73,-37.71
0,459887,-230,-32,333.00,1.50,11.98,9.86,-22.26
0,467397,-216,-35,333.00,1.50,12.06,9.83,-4.86
0,474374,-189,-38,333.00,1.50,12.11,9.83,11.46
0,480947,-118,-40,333.12,1.56,12.15,9.75,26.56
0,489767,54,-42,333.25,1.56,12.56,9.74,45.77
0,498481,329,-46,333.56,1.56,12.56,9.87,62.84
0,505940,632,-53,333.56,1.62,12.40,9.87,75.40
0,513693,826,-87,334.75,1.62,12.69,9.69,86.02
0,519656,976,-84,337.00,1.69,12.69,9.86,92.28
0,527608,1204,-64,340.56,1.69,12.74,9.86,97.82
0,534716,1425,-41,340.56,1.94,11.55,9.05,99.91
0,544178,1666,-17,343.37,2.00,12.48,10.00,98.40
0,553073,1992,13,345.94,1.75,12.06,9.63,92.59
0,559959,2297,42,348.81,1.50,12.06,9.89,85.33
0,567165,2538,71,351.44,1.50,12.54,9.89,75.36
0,573944,2695,88,351.44,1.19,12.04,9.72,64.02
0,580724,2838,100,355.00,0.81,11.74,9.62,51.06
0,589281,2980,113,359.00,0.50,11.74,9.90,32.92
0,598210,3039,119,361.56,0.50,11.93,9.70,12.60
0,606095,3017,126,363.50,0.37,11.71,9.70,-5.83
0,614044,2974,128,363.50,0.25,11.56,9.80,-24.21
0,619858,2890,129,364.81,0.19,11.56,9.46,-37.15
0,627674,2667,132,364.87,0.19,11.82,9.46,-53.43
0,635188,2378,140,364.87,0.06,11.65,9.78,-67.41
0,644173,1902,156,364.37,0.06,11.42,9.75,-81.35
0,652173,1566,139,362.62,0.00,11.99,9.61,-90.76
0,658519,1317,118,359.25,0.00,11.99,9.48,-95.98
0,666371,977,88,354.37,-0.13,12.10,9.48,-99.49
0,672826,646,58,354.37,-0.06,11.89,9.90,-99.87
0,679866,342,30,350.19,-0.06,11.89,9.88,-97.69
0,687931,51,4,346.19,0.25,11.55,9.78,-91.94
0,695745,-183,-19,341.50,0.62,12.61,9.78,-83.25
0,703940,-250,-26,341.50,1.00,11.97,9.80,-71.15
0,710844,-243,-28,337.56,1.25,11.97,9.87,-58.91
0,718039,-236,-29,334.25,1.25,13.42,9.87,-44.52
0,725127,-227,-30,334.25,1.44,11.98,9.83,-29.11
0,731457,-215,-32,333.06,1.50,12.11,9.83,-14.66
0,740551,-193,-37,333.12,1.50,12.11,9.85,6.58
0,750481,-105,-39,333.25,1.50,12.11,9.80,29.40
0,757870,34,-41,333.37,1.50,12.39,9.80,45.42
0,765770,285,-44,333.75,1.56,12.38,9.89,61.03
0,771855,544,-48,333.75,1.56,12.77,9.67,71.67
0,779587,781,-78,334.87,1.56,12.77,10.07,83.06
0,787729,982,-84,337.37,1.62,12.15,10.07,92.11
0,795985,1214,-63,341.12,1.69,12.31,10.40,97.87
0,804026,1456,-38,341.12,1.94,11.88,9.81,99.98
0,810968,1625,-21,343.87,1.94,12.41,9.80,98.96
0,818369,1868,2,346.44,1.94,12.41,9.80,95.00
0,825412,2163,29,346.44,1.69,12.47,9.52,88.58
0,831714,2425,56,349.31,1.44,12.33,10.01,80.79
0,839510,2627,82,351.94,1.44,12.33,9.49,68.75
0,848590,2825,98,355.56,1.12,11.87,9.86,51.87
