test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,33,-65536,-1,354.31,-0.06,12.04,9.55,100.00
0,9184,445,-14,354.31,-0.06,12.04,9.51,97.70
0,16923,1005,-38,354.31,-0.06,12.03,10.02,92.25
0,23691,1228,-52,354.31,0.00,13.18,10.02,85.00
0,30803,1409,-32,355.69,0.19,10.94,8.96,75.09
0,40629,1607,-10,362.19,0.50,11.20,8.77,58.04
0,50423,1686,0,366.25,0.25,11.01,10.35,38.00
0,59967,1692,3,368.75,0.06,11.01,8.84,16.55
0,66460,1672,7,370.25,0.06,12.09,8.84,1.42
0,72401,1635,18,370.25,0.00,11.91,9.45,-12.46
0,78097,1566,27,370.75,-0.06,11.91,9.02,-25.55
0,85944,1430,33,370.62,-0.06,11.74,10.20,-42.79
0,94223,1205,38,370.62,-0.25,11.97,9.98,-59.40
0,104021,724,54,370.00,-0.31,11.57,9.46,-76.14
0,113418,533,54,368.56,-0.37,11.10,9.46,-88.46
0,119379,445,47,366.00,-0.37,11.10,9.98,-94.09
0,125077,309,36,366.00,-0.56,12.79,9.98,-97.76
0,131037,107,18,361.62,-0.56,11.80,9.44,-99.74
0,140861,-128,-3,359.44,-0.37,11.12,9.49,-98.76
0,150343,-250,-14,357.56,-0.19,12.47,9.89,-92.88
0,159115,-289,-17,354.62,0.00,12.47,9.76,-83.37
0,165880,-287,-18,354.62,0.00,12.31,9.76,-73.61
0,171587,-285,-19,352.69,0.06,12.31,9.87,-63.93
0,177480,-282,-20,351.69,0.06,12.49,9.72,-52.74
0,184669,-276,-21,351.69,0.13,11.97,9.77,-37.76
0,194182,-267,-23,351.56,0.13,12.03,9.79,-16.37
0,204096,-249,-27,351.62,0.13,12.10,9.79,6.77
0,213682,-183,-32,351.69,0.19,12.07,9.85,28.82
0,219592,-87,-35,351.75,0.19,12.07,9.91,41.75
0,225476,78,-36,351.94,0.19,12.28,9.91,53.84
0,231357,304,-39,351.94,0.25,12.96,9.46,64.90
0,240091,713,-53,352.62,0.25,12.77,10.07,79.00
0,249331,906,-74,354.62,0.31,11.78,10.94,90.32
0,259022,1120,-58,358.44,0.56,11.78,8.90,97.66
0,266009,1318,-41,362.00,0.56,11.76,8.90,99.86
0,271718,1515,-21,362.00,0.62,11.76,9.75,99.67
0,277926,1695,0,364.00,0.62,12.43,9.85,97.45
0,285518,1903,20,366.50,0.44,12.23,9.53,91.95
0,294242,2236,51,366.50,0.13,12.10,9.53,82.06
0,303805,2600,90,369.62,-0.13,12.45,9.82,67.32
0,312633,2749,111,372.37,-0.44,12.45,9.96,50.70
0,318339,2798,114,375.87,-0.44,12.01,9.70,38.77
0,324271,2809,116,375.87,-0.75,11.75,9.70,25.63
0,329985,2799,119,379.50,-1.00,11.75,9.90,12.50
0,338657,2771,123,381.19,-1.06,11.65,9.70,-7.77
0,347528,2696,124,381.69,-1.06,11.95,10.39,-28.17
0,356942,2474,127,381.50,-1.12,11.91,9.83,-48.47
0,364792,2175,133,381.50,-1.19,11.76,9.83,-63.64
0,370494,1860,147,381.00,-1.19,11.76,9.67,-73.35
0,376320,1628,149,379.31,-1.19,11.26,9.67,-81.91
0,382708,1441,138,379.31,-1.25,11.58,9.61,-89.55
0,390837,1165,115,375.94,-1.37,11.83,9.84,-96.35
0,400065,756,78,371.19,-1.25,11.22,9.73,-99.85
0,409726,401,46,368.06,-1.00,11.22,9.65,-98.53
0,416826,127,21,364.44,-1.00,12.15,9.65,-94.35
0,422531,-46,5,364.44,-0.69,12.15,9.72,-89.09
