test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,9770,2906,213,72.75,-6.00,12.02,5.45,99.64
0,15642,5082,422,72.37,-6.00,10.74,4.77,99.07
0,21337,7080,624,72.37,-6.25,6.56,4.77,98.27
0,27040,9207,846,78.00,-9.06,6.56,9.88,97.23
0,34973,12079,1092,99.00,-9.06,11.96,8.60,95.37
0,44052,14999,1423,119.44,-12.38,12.51,10.55,92.70
0,53210,18046,1742,119.44,-15.50,17.86,8.70,89.40
0,61870,21151,2055,139.06,-18.75,14.03,8.70,85.76
0,67787,23291,2266,158.00,-21.81,14.03,10.65,82.99
0,73483,25257,2459,158.00,-21.81,16.45,10.65,80.12
0,79586,27246,2654,176.44,-25.00,14.28,9.93,76.82
0,89208,29983,2918,194.25,-28.06,10.28,8.81,71.17
0,98642,32189,3146,211.87,-30.87,5.72,9.99,65.15
0,107613,33885,3322,229.75,-33.19,5.72,10.02,59.02
0,114651,35137,3447,229.75,-33.19,6.52,10.02,53.95
0,120354,36080,3529,248.12,-35.19,6.52,9.35,49.69
0,126253,36949,3604,266.31,-35.19,7.78,9.39,45.16
0,133229,37862,3686,266.31,-36.81,7.87,9.58,39.64
0,142768,38766,3768,282.19,-38.19,8.08,9.06,31.87
0,152553,39151,3808,296.69,-39.25,9.83,9.06,23.67
0,162053,39180,3816,309.00,-40.06,10.46,9.95,15.54
0,167941,39159,3818,317.94,-40.44,10.46,9.59,10.44
0,173751,39144,3818,317.94,-40.44,10.24,9.59,5.38
0,179945,39108,3819,321.75,-40.50,9.86,9.09,-0.02
0,189228,38922,3820,322.19,-40.56,10.15,9.67,-8.12
0,198547,38494,3823,322.00,-40.56,9.73,9.60,-16.19
0,207664,38262,3810,321.31,-40.56,9.73,9.20,-23.98
0,214464,38058,3792,318.75,-40.56,9.66,9.20,-29.70
0,221667,37685,3757,318.75,-40.56,9.63,10.10,-35.64
0,229091,37159,3722,314.94,-40.38,9.59,9.52,-41.62
0,237881,36380,3664,312.50,-40.00,9.81,9.29,-48.47
0,247401,35253,3585,308.00,-39.50,9.81,9.45,-55.56
0,256989,33878,3447,301.25,-38.88,8.46,9.84,-62.32
0,264264,32603,3333,301.25,-38.88,8.50,9.84,-67.16
0,269965,31413,3235,292.19,-37.88,8.50,9.73,-70.76
0,276036,29925,3100,280.62,-37.88,7.75,8.63,-74.41
0,283375,27914,2897,280.62,-36.44,6.58,10.65,-78.53
0,292558,24973,2605,266.56,-34.88,7.53,10.65,-83.24
0,302117,21638,2242,249.12,-32.56,9.20,9.26,-87.57
0,310891,18417,1950,230.75,-29.69,11.73,9.72,-91.01
0,316598,16361,1741,212.87,-29.69,11.73,10.90,-92.96
0,322551,14137,1539,212.87,-26.44,16.50,10.90,-94.75
0,328269,12047,1333,195.37,-23.37,16.50,8.87,-96.22
0,336355,9187,1045,177.69,-20.19,16.98,10.34,-97.91
