test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,799,0,0,0.00,-0.06,0.00,9.59,100.00
0,4733,457,24,0.00,0.00,0.00,0.00,100.00
0,118222,41203,4084,0.00,0.00,0.00,0.00,98.02
0,287462,102821,10325,0.00,0.00,0.00,0.00,88.49
0,456732,164120,16504,0.00,0.00,0.00,0.00,71.79
0,625979,212445,21374,0.00,0.00,0.00,0.00,49.30
0,795232,240363,24150,0.00,0.00,0.00,0.00,22.82
0,964682,243832,24470,0.00,0.00,0.00,0.00,-5.54
0,1133964,243596,24531,0.00,0.00,0.00,0.00,-33.43
0,1303591,231048,23323,0.00,0.00,0.00,0.00,-58.65
0,1473005,195623,19769,0.00,0.00,0.00,0.00,-79.10
0,1642332,143202,14432,0.00,0.00,0.00,0.00,-93.12
0,1811793,81314,8296,0.00,0.00,0.00,0.00,-99.62
0,1981184,19670,2105,0.00,0.00,0.00,0.00,-98.04
0,2150588,-41756,-4059,0.00,0.00,0.00,0.00,-88.52
0,2319919,-99806,-9775,0.00,0.00,0.00,0.00,-71.84
0,2489228,-146442,-14504,0.00,0.00,0.00,0.00,-49.35
0,2658778,-173965,-17167,0.00,0.00,0.00,0.00,-22.82
0,2828062,-176576,-17419,0.00,0.00,0.00,0.00,5.51
0,2997414,-176371,-17534,0.00,0.00,0.00,0.00,33.40
0,3166704,-161036,-15980,0.00,0.00,0.00,0.00,58.59
0,3336056,-126622,-12565,0.00,0.00,0.00,0.00,79.04
0,3505373,-72460,-7217,0.00,0.00,0.00,0.00,93.09
0,3674677,-10694,-1077,0.00,0.00,0.00,0.00,99.61
0,3843972,50678,5138,0.00,0.00,0.00,0.00,98.07
0,4013278,112055,11193,0.00,0.00,0.00,0.00,88.59
0,4182568,173324,17456,0.00,0.00,0.00,0.00,71.95
0,4351857,221254,22162,0.00,0.00,0.00,0.00,49.49
0,4521174,249815,25088,0.00,0.00,0.00,0.00,23.02
0,4690460,251114,25198,0.00,0.00,0.00,0.00,-5.31
0,4860003,250794,25208,0.00,0.00,0.00,0.00,-33.25
0,5029362,236711,23866,0.00,0.00,0.00,0.00,-58.46
0,5198697,201940,20414,0.00,0.00,0.00,0.00,-78.94
