test_number,time,input_encoder,output_encoder,input_gyro,output_gyro,inout_acceleration,output_acceleration,velocity_in
0,33,1966080,-65536,27.19,-2.12,6.96,3.94,100.00
0,5737,1151,46,27.19,-2.12,6.96,7.26,99.76
0,11644,3029,242,27.19,-2.19,6.40,7.26,99.00
0,17336,5142,441,26.75,-2.25,2.68,9.76,97.80
0,26426,8474,781,30.19,-4.50,2.68,5.34,94.91
0,36042,11941,1086,49.94,-7.87,5.07,12.39,90.59
0,46077,15154,1448,70.44,-11.00,12.93,8.06,84.78
0,52842,17298,1661,70.44,-11.00,17.31,8.06,80.15
0,58747,19202,1877,90.12,-14.13,17.31,7.75,75.66
0,64752,21203,2069,109.12,-14.13,14.97,9.63,70.70
0,71509,23373,2283,109.12,-17.12,15.42,9.46,64.68
0,81516,26189,2559,127.69,-20.19,14.81,10.17,54.96
0,91520,28437,2785,145.75,-22.87,11.13,9.73,44.45
0,100933,29805,2914,163.62,-25.31,8.70,9.73,33.95
0,106885,30388,2977,181.69,-27.31,8.70,10.04,27.08
0,112591,30740,3014,181.69,-27.31,6.25,10.04,20.35
0,118538,30950,3034,199.62,-28.50,6.69,9.70,13.24
0,128371,30989,3046,212.31,-29.19,7.82,9.67,1.35
0,137994,30887,3104,219.56,-29.50,9.13,9.65,-10.30
0,146762,30692,3109,222.44,-29.69,9.13,9.60,-20.80
0,153787,30390,3132,222.31,-29.69,9.32,9.60,-29.05
0,159498,30161,3123,222.31,-30.19,8.54,8.94,-35.61
0,165449,29765,3084,221.19,-30.19,8.54,8.99,-42.25
0,173320,29011,3011,218.37,-30.37,8.34,10.11,-50.70
0,182282,27789,2891,218.37,-30.31,7.24,9.57,-59.76
0,191815,25917,2715,214.37,-29.62,7.22,9.56,-68.61
0,201204,23495,2453,207.37,-28.50,6.72,9.56,-76.43
0,207111,21826,2271,196.56,-26.87,6.72,9.86,-80.85
0,212837,20006,2101,196.56,-26.87,10.60,9.86,-84.74
0,218763,18027,1925,180.94,-24.44,10.48,7.85,-88.34
0,228331,14753,1609,162.81,-21.75,15.01,10.14,-93.17
0,237128,11555,1291,144.81,-19.00,17.81,9.51,-96.51
0,246701,8207,974,126.87,-15.94,17.81,9.57,-98.89
0,253501,5813,671,126.87,-15.94,13.79,9.57,-99.78
0,259213,3793,460,108.56,-12.75,13.79,8.96,-100.00
0,265134,1608,225,89.62,-12.75,13.69,9.97,-99.72
0,272354,-941,20,89.62,-9.31,12.00,9.93,-98.69
0,281431,-4093,-287,69.75,-5.62,4.62,9.93,-96.31
0,291094,-7626,-618,48.94,-2.44,2.67,10.93,-92.50
0,299868,-10796,-931,27.25,0.37,4.16,8.77,-87.95
0,305575,-12885,-1167,5.06,0.37,4.16,8.77,-84.44
0,311454,-15017,-1402,5.06,3.50,8.11,11.53,-80.41
0,317209,-17040,-1574,-17.56,6.81,8.11,7.01,-76.07
0,325289,-19593,-1817,-40.13,10.19,11.93,10.72,-69.35
0,334377,-22145,-2050,-62.31,10.19,13.20,11.20,-61.00
0,343872,-24558,-2295,-83.62,12.94,13.60,9.70,-51.49
0,351929,-26136,-2462,-83.62,15.38,14.17,9.70,-42.88
0,357638,-27070,-2551,-104.06,17.62,14.17,8.65,-36.53
0,363418,-27812,-2622,-123.81,17.62,10.51,8.65,-29.91
